final_text,sentiment
called reserved table restaurant no one informed u wedding going go restaurant cross whole wedding feel like crashing wedding not suggest go heavy sava time,1
awasom food great staff nice restaurant jaipur food great tasty staff healfull specially aush jain good like restaurant amd came recommed foreign indian fridens,0
quantity ambiance great good food great prompt service mr amar singh,0
generous service helpful shibu,0
youre looking quick tasty meal wont break bank look no place offer lightningfast delivery scrumptious food affordable price,0
food not good taste daughter food poisoning eating also complained bad smell taste resturant half hour started vomiting loose motion,1
run mill nonveg stuff average good prearations home deliverygood ask spice level still make tongue melting stuff useless,1
located c scheme cafe lounge perfect view ambiance place perfect beautiful not ambiance food vibe place also perfect also quite lot dish apart food staff place also helpful friendly service pretty quick presentation pretty good,0
food good ambience nice inprove food quality,0
first,1
uncooked veggie chicken,1
large buffet spread lot variety good food service really enjoyed dinner must visit place team really rock,0
testlesss,1
nice food excellent sarvice nirmal,0
briyani good taste behavior staff nice especially amar singh,0
serve exotic food nd great ambience well service really greata must vist,0
okiesh place good service staff really polite guess menu required little add ons liit good strong would try sometime soon,0
overpriced pizza taste awful difficult make decent pizza literally take ingredient charging buck whaat,1
not sure category keep place ambience good food not great yes good tequila fan try place offer sula tequila reasonable price also crispy corn must try loved thing dont order veg biryani oily may late last order night like review service food price ambience good family couple course chumsi visit would love see improvement rating towards couldnt take much photo,1
love food,0
vibe point,0
last time dinner socorro longtimewe continuously visit socorro yummy food gud servicethis restaurant really deserve number one position great cheaf like cheaf ramakant n server raja gupta also raja n thanks socorro team,0
absolute best weather pizza pasta honestly delicious portion huge staff extremely friendly courteous,0
many dish ive tried outlet taste really awesome,0
chocolate truffle cake pure chocolate heaven quick delivery cake rich indulgent simply divine star delightful treat,0
bad food time cold,1
tasty food nice service nd also reasonable,0
cheez bhaut kam h,1
chicken hard,1
best quality momos,0
restaurant cozy vibe yummiest cake service amazing staff really well mannered made u feel welcomed gave u amazing experience,0
probably one best authentic nwf north west frontier fare available jaipur going year old rustic ambience hasnt changed offering great food always treat vegetarian well non vegetarian beginning papad onion green chutney flushed pint beer great start gastronomic journey highly renowned dal bukhara must recommended along crispy roti turra naan also menu dahi go along really well try paneer kurchan babycorn mushroom also good option ending food rasmalai one best ive,0
nice food service thnks,0
superb food oder handi chiken matka chikenbest servicevery fast serviceiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0
paneer lababdar always meal whenever went robot restaurantyellow house amazing cant describe lovely taste,0
chicken not cook properly,1
ordered gifting packing bad strange smell coming cake,1
sushi taste stale horrible,1
last month visited cafe time serve food truly amazing dessert absolute highlight staff incredibly nice sweet providing excellent service ambiance cherry top making perfect spot delightful dining experience place,0
really loved experience sonveer really provided u really nice experience ask around,0
